20	13
21	13
22	14
23	14
24	14
25	14
26	48
27	49
28	49
29	47
30	46
31	46
32	47
33	44
34	41
35	42
36	42
37	41
38	42
39	39
40	38
41	36
42	24
43	23
44	22
45	22
46	21
47	21
48	20
49	18
50	16
51	16
52	16
53	16
54	16
55	15
56	15
57	15
58	14
59	14
60	14
61	13
62	13
63	13
64	12
65	12
66	12
67	12
68	11
69	11
70	10
71	11
72	11
73	11
74	11
75	12
76	10
77	11
78	11
79	10
80	10
81	10
82	10
83	11
84	11
85	9
86	9
87	10
88	9
89	9
90	9
91	9
92	9
93	10
94	10
95	10
96	10
97	10
98	9
99	10
100	10
101	10
102	10
103	10
104	9
105	10
106	10
107	9
108	9
109	9
110	9
111	10
112	10
113	9
114	9
115	9
116	10
117	10
118	10
119	10
120	10
121	11
122	10
123	10
124	10
125	10
126	11
127	11
128	11
129	11
130	18
131	17
132	17
133	18
134	18
135	17
136	17
137	18
138	18
139	19
140	18
141	18
142	20
143	19
144	20
145	20
146	21
147	21
148	20
149	21
150	22
151	22
152	22
153	23
154	22
155	23
156	23
157	23
158	13
159	13
160	14
161	13
162	14
163	14
164	14
165	14
166	14
167	14
168	14
169	19
170	15
171	22
172	25
173	35
174	38
175	39
176	39
177	40
178	42
179	44
180	45
181	45
182	45
183	46
184	45
185	44
186	42
187	27
188	29
189	11
190	10
191	11
192	11
193	11
194	11
195	10
196	10
197	11
198	11
199	11
200	11
201	11
202	11
203	11
204	11
205	11
206	12
207	12
208	12
209	12
210	12
211	12
212	12
213	13
214	12
215	12
216	13
217	13
218	12
219	13
220	13
221	13
222	14
223	14
224	14
225	14
226	15
227	15
228	14
229	16
230	16
231	16
232	16
233	16
234	16
235	17
236	18
237	18
238	19
239	19
240	20
241	21
242	20
243	21
244	23
245	24
246	23
247	24
248	25
249	25
250	28
251	40
252	41
253	41
254	40
255	40
256	39
257	38
258	37
259	37
260	36
261	37
262	36
263	35
264	35
265	35
266	34
267	5
268	5
269	5
270	5
271	6
272	6
273	6
274	6
275	6
276	6
277	6
278	5
279	5
280	5
281	6
282	6
283	6
284	6
285	6
286	6
287	6
288	5
289	5
290	5
291	7
292	7
293	7
294	7
295	7
296	7
297	9
298	15
299	15
300	14
301	14
302	15
303	15
304	14
305	14
306	15
307	15
308	14
309	38
310	38
311	38
312	38
313	39
314	38
315	39
316	40
317	40
318	39
319	40
320	40
321	40
322	39
323	40
324	32
325	33
326	30
327	29
328	28
329	27
330	28
331	27
332	25
333	26
334	24
335	23
336	22
337	22
338	21
339	22
340	22
341	20
342	20
343	20
344	19
345	18
346	19
347	19
348	17
349	18
350	18
351	17
352	16
353	16
354	16
355	16
356	16
357	16
358	15
359	16
360	15
361	14
362	14
363	15
364	15
365	14
366	14
367	14
368	15
369	14
370	14
371	14
372	14
373	14
374	14
375	14
376	15
377	14
378	14
379	14
