0		262
1		262
2		262
3		262
4		262
5		263
6		263
7		267
8		268
9		269
10		270
11		270
12		271
13		271
14		272
15		272
16		272
17		273
18		274
19		275
20		276
21		276
22		277
23		270
24		271
25		269
26		270
27		270
28		270
29		270
30		270
31		270
32		270
33		270
34		270
35		271
36		271
37		271
38		271
39		271
40		271
41		271
42		272
43		272
44		272
45		272
46		271
47		271
48		271
49		271
50		271
51		270
52		270
53		270
54		270
55		271
56		271
57		271
58		271
59		270
60		270
61		270
62		270
63		271
64		271
65		271
66		270
67		271
68		271
69		271
70		271
71		270
72		270
73		271
74		271
75		271
76		271
77		271
78		271
79		271
80		272
81		272
82		271
83		271
84		271
85		271
86		271
87		271
88		271
89		271
90		270
91		272
92		271
93		271
94		271
95		271
96		272
97		272
98		272
99		271
100		271
101		299
102		300
103		305
104		310
105		311
106		318
107		318
108		318
109		317
110		317
111		317
112		316
113		316
114		315
115		315
116		315
117		314
118		314
119		313
120		313
121		312
122		312
123		310
124		309
125		307
126		305
127		305
128		302
129		300
130		301
131		298
132		298
133		297
134		295
135		295
136		294
137		294
138		293
139		270
140		270
141		270
142		270
143		270
144		270
145		270
146		270
147		271
148		271
149		272
150		272
151		272
152		273
153		273
154		279
155		279
156		279
157		278
158		278
159		277
160		277
161		276
162		275
163		275
164		274
165		271
166		270
167		264
168		264
169		264
170		263
171		263
172		263
173		263
174		263
175		262
176		262
177		262
178		262
179		262
180		262
181		261
182		261
183		261
184		261
185		261
186		260
187		260
188		260
189		260
190		260
191		259
192		259
193		259
194		259
195		259
196		258
197		258
198		258
199		258
200		257
201		257
202		257
203		256
204		256
205		256
206		256
207		255
208		255
209		255
210		254
211		254
212		254
213		253
214		253
215		252
216		252
217		251
218		251
219		250
220		249
221		248
222		248
223		248
224		248
225		246
226		245
227		245
228		244
229		243
230		242
231		230
232		230
233		230
234		230
235		230
236		231
237		230
238		230
239		231
240		231
241		231
242		231
243		231
244		231
245		258
246		232
247		257
248		257
249		257
250		257
251		257
252		257
253		257
254		257
255		257
256		258
257		258
258		258
259		257
260		257
261		256
262		256
263		256
264		257
265		257
266		257
267		257
268		257
269		257
270		257
271		253
272		253
273		254
274		254
275		254
276		254
277		254
278		255
279		256
280		256
281		256
282		255
283		255
284		249
285		249
286		249
287		248
288		249
289		249
290		249
291		227
292		249
293		227
294		227
295		227
296		228
297		228
298		227
299		228
300		228
301		228
302		228
303		231
304		229
305		234
306		236
307		238
308		239
309		240
310		240
311		241
312		242
313		242
314		244
315		245
316		229
317		229
318		228
319		229
320		230
321		231
322		231
323		232
324		233
325		233
326		234
327		235
328		236
329		236
330		237
331		238
332		234
333		237
334		236
335		237
336		238
337		238
338		239
339		240
340		241
341		242
342		244
343		245
344		246
345		248
346		249
347		250
348		250
349		254
350		255
351		256
352		256
353		257
354		260
355		260
356		260
357		261
358		261
359		261
