0		267
1		267
2		267
3		267
4		267
5		268
6		272
7		272
8		273
9		274
10		274
11		275
12		276
13		276
14		276
15		277
16		278
17		278
18		279
19		279
20		279
21		279
22		275
23		275
24		275
25		276
26		276
27		276
28		276
29		275
30		274
31		275
32		275
33		275
34		275
35		275
36		275
37		276
38		275
39		275
40		275
41		275
42		275
43		275
44		275
45		275
46		275
47		275
48		275
49		275
50		274
51		275
52		275
53		275
54		275
55		276
56		275
57		276
58		276
59		275
60		275
61		275
62		275
63		276
64		276
65		275
66		275
67		276
68		275
69		275
70		275
71		275
72		275
73		276
74		276
75		276
76		276
77		276
78		275
79		276
80		276
81		276
82		276
83		276
84		275
85		276
86		276
87		275
88		275
89		275
90		275
91		276
92		276
93		275
94		275
95		275
96		276
97		276
98		276
99		276
100		276
101		277
102		276
103		276
104		276
105		276
106		277
107		277
108		277
109		277
110		283
111		282
112		282
113		283
114		283
115		282
116		282
117		283
118		282
119		283
120		282
121		282
122		283
123		282
124		283
125		283
126		283
127		283
128		282
129		283
130		283
131		283
132		283
133		283
134		282
135		283
136		282
137		282
138		275
139		275
140		275
141		275
142		275
143		275
144		275
145		275
146		274
147		274
148		274
149		276
150		274
151		277
152		278
153		282
154		283
155		283
156		282
157		282
158		282
159		282
160		282
161		281
162		280
163		280
164		279
165		278
166		277
167		273
168		273
169		269
170		268
171		268
172		268
173		268
174		268
175		267
176		267
177		267
178		267
179		267
180		267
181		266
182		266
183		266
184		266
185		266
186		265
187		265
188		265
189		265
190		264
191		264
192		264
193		264
194		264
195		263
196		263
197		263
198		263
199		262
200		262
201		262
202		261
203		261
204		261
205		261
206		260
207		260
208		260
209		259
210		259
211		258
212		258
213		258
214		258
215		257
216		256
217		256
218		255
219		255
220		254
221		253
222		253
223		252
224		251
225		250
226		250
227		249
228		248
229		248
230		245
231		235
232		234
233		234
234		234
235		234
236		234
237		235
238		235
239		235
240		235
241		234
242		235
243		235
244		235
245		235
246		235
247		262
248		262
249		262
250		262
251		261
252		261
253		261
254		261
255		261
256		261
257		261
258		262
259		262
260		262
261		261
262		261
263		261
264		261
265		261
266		261
267		261
268		262
269		262
270		262
271		260
272		260
273		260
274		260
275		260
276		260
277		258
278		252
279		252
280		253
281		253
282		252
283		252
284		253
285		253
286		252
287		252
288		253
289		231
290		231
291		231
292		231
293		231
294		232
295		231
296		231
297		231
298		232
299		232
300		232
301		232
302		233
303		233
304		240
305		239
306		242
307		243
308		244
309		246
310		245
311		246
312		248
313		247
314		249
315		250
316		251
317		251
318		252
319		252
320		252
321		254
322		254
323		254
324		255
325		256
326		256
327		256
328		257
329		257
330		257
331		258
332		259
333		259
334		259
335		260
336		260
337		260
338		261
339		261
340		261
341		262
342		262
343		262
344		262
345		263
346		263
347		263
348		263
349		264
350		264
351		264
352		265
353		265
354		265
355		265
356		265
357		266
358		266
359		266
