0		213
1		213
2		213
3		213
4		213
5		214
6		218
7		218
8		219
9		220
10		220
11		221
12		222
13		222
14		222
15		223
16		224
17		224
18		225
19		225
20		225
21		225
22		221
23		221
24		221
25		222
26		222
27		222
28		222
29		221
30		220
31		221
32		221
33		221
34		221
35		221
36		221
37		222
38		221
39		221
40		221
41		221
42		221
43		221
44		221
45		221
46		221
47		221
48		221
49		221
50		220
51		221
52		221
53		221
54		221
55		222
56		221
57		222
58		222
59		221
60		221
61		221
62		221
63		222
64		222
65		221
66		221
67		222
68		221
69		221
70		221
71		221
72		221
73		222
74		222
75		222
76		222
77		222
78		221
79		222
80		222
81		222
82		222
83		222
84		221
85		222
86		222
87		221
88		221
89		221
90		221
91		222
92		222
93		221
94		221
95		221
96		222
97		222
98		222
99		222
100		222
101		223
102		222
103		222
104		222
105		222
106		223
107		223
108		223
109		223
110		229
111		228
112		228
113		229
114		229
115		228
116		228
117		229
118		228
119		229
120		228
121		228
122		229
123		228
124		229
125		229
126		229
127		229
128		228
129		229
130		229
131		229
132		229
133		229
134		228
135		229
136		228
137		228
138		221
139		221
140		221
141		221
142		221
143		221
144		221
145		221
146		220
147		220
148		220
149		222
150		220
151		223
152		224
153		228
154		229
155		229
156		228
157		228
158		228
159		228
160		228
161		227
162		226
163		226
164		225
165		224
166		223
167		219
168		219
169		215
170		214
171		214
172		214
173		214
174		214
175		213
176		213
177		213
178		213
179		213
180		213
181		212
182		212
183		212
184		212
185		212
186		211
187		211
188		211
189		211
190		210
191		210
192		210
193		210
194		210
195		209
196		209
197		209
198		209
199		208
200		208
201		208
202		207
203		207
204		207
205		207
206		206
207		206
208		206
209		205
210		205
211		204
212		204
213		204
214		204
215		203
216		202
217		202
218		201
219		201
220		200
221		199
222		199
223		198
224		197
225		196
226		196
227		195
228		194
229		194
230		191
231		181
232		180
233		180
234		180
235		180
236		180
237		181
238		181
239		181
240		181
241		180
242		181
243		181
244		181
245		181
246		181
247		208
248		208
249		208
250		208
251		207
252		207
253		207
254		207
255		207
256		207
257		207
258		208
259		208
260		208
261		207
262		207
263		207
264		207
265		207
266		207
267		207
268		208
269		208
270		208
271		206
272		206
273		206
274		206
275		206
276		206
277		204
278		198
279		198
280		199
281		199
282		198
283		198
284		199
285		199
286		198
287		198
288		199
289		177
290		177
291		177
292		177
293		177
294		178
295		177
296		177
297		177
298		178
299		178
300		178
301		178
302		179
303		179
304		186
305		185
306		188
307		189
308		190
309		192
310		191
311		192
312		194
313		193
314		195
315		196
316		197
317		197
318		198
319		198
320		198
321		200
322		200
323		200
324		201
325		202
326		202
327		202
328		203
329		203
330		203
331		204
332		205
333		205
334		205
335		206
336		206
337		206
338		207
339		207
340		207
341		208
342		208
343		208
344		208
345		209
346		209
347		209
348		209
349		210
350		210
351		210
352		211
353		211
354		211
355		211
356		211
357		212
358		212
359		212
