20	14
21	14
22	14
23	14
24	14
25	14
26	14
27	48
28	49
29	48
30	48
31	47
32	47
33	44
34	44
35	41
36	39
37	40
38	41
39	43
40	43
41	41
42	42
43	23
44	24
45	18
46	20
47	19
48	19
49	18
50	18
51	17
52	16
53	16
54	16
55	17
56	17
57	16
58	16
59	15
60	15
61	15
62	16
63	16
64	15
65	15
66	13
67	13
68	13
69	13
70	12
71	11
72	11
73	11
74	11
75	12
76	12
77	11
78	11
79	10
80	10
81	10
82	10
83	11
84	11
85	11
86	9
87	10
88	10
89	10
90	10
91	9
92	9
93	10
94	10
95	10
96	10
97	10
98	10
99	10
100	11
101	11
102	10
103	10
104	10
105	10
106	10
107	10
108	10
109	10
110	9
111	11
112	10
113	10
114	10
115	10
116	11
117	11
118	11
119	10
120	10
121	38
122	39
123	45
124	50
125	51
126	59
127	59
128	59
129	59
130	59
131	59
132	59
133	59
134	59
135	59
136	59
137	59
138	59
139	59
140	59
141	59
142	59
143	58
144	57
145	55
146	54
147	54
148	51
149	50
150	51
151	48
152	49
153	48
154	47
155	47
156	47
157	47
158	47
159	13
160	14
161	14
162	14
163	14
164	15
165	15
166	16
167	18
168	18
169	21
170	21
171	22
172	25
173	26
174	39
175	42
176	42
177	43
178	43
179	44
180	45
181	45
182	45
183	46
184	44
185	36
186	35
187	11
188	11
189	11
190	10
191	10
192	10
193	10
194	10
195	10
196	11
197	11
198	11
199	11
200	11
201	11
202	11
203	11
204	12
205	11
206	11
207	11
208	12
209	12
210	11
211	11
212	12
213	12
214	12
215	11
216	12
217	12
218	12
219	12
220	12
221	13
222	13
223	13
224	14
225	14
226	13
227	14
228	14
229	14
230	15
231	15
232	15
233	16
234	16
235	17
236	17
237	17
238	17
239	18
240	20
241	21
242	20
243	20
244	20
245	22
246	23
247	23
248	24
249	25
250	26
251	41
252	40
253	39
254	39
255	38
256	37
257	38
258	37
259	36
260	35
261	35
262	35
263	34
264	34
265	4
266	32
267	5
268	5
269	5
270	5
271	5
272	5
273	5
274	5
275	5
276	4
277	4
278	4
279	5
280	5
281	6
282	6
283	6
284	5
285	5
286	5
287	5
288	5
289	5
290	5
291	9
292	9
293	8
294	8
295	8
296	8
297	8
298	7
299	6
300	6
301	6
302	7
303	7
304	13
305	13
306	13
307	14
308	13
309	13
310	13
311	37
312	13
313	38
314	38
315	38
316	37
317	38
318	39
319	38
320	39
321	39
322	39
323	36
324	39
325	33
326	31
327	29
328	29
329	28
330	28
331	27
332	26
333	26
334	24
335	24
336	47
337	48
338	50
339	49
340	49
341	49
342	49
343	49
344	49
345	49
346	49
347	49
348	49
349	49
350	49
351	49
352	58
353	55
354	59
355	59
356	59
357	59
358	59
359	59
360	59
361	59
362	57
363	56
364	55
365	52
366	52
367	52
368	53
369	37
370	37
371	36
372	37
373	35
374	14
375	14
376	15
377	14
378	14
379	14
